AWND,CDSD,CLDD,DP01,DP10,DP1X,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,DYFG,DYHF,DYTS,EMNT,EMSD,EMSN,EMXP,EMXT,EVAP,FZF0,FZF1,FZF2,FZF3,FZF4,FZF5,FZF6,FZF7,FZF8,FZF9,HDSD,HN01,HN02,HTDD,HX01,HX02,LN01,LN02,LX01,LX02,MN01,MN02,MX01,MX02,PRCP,SNOW,TAVG,TMAX,TMIN,WDF2,WDF5,WDFG,WDMV,WSF2,WSF5,WSFG,county,date,year
,576.8,576.8,143,101,11,47,15,9,128,48,156,10,7,,46,-32.2,254,117,55.9,34.4,,-0.6,-2.2,-6.1,-8.9,-8.9,0,-3.9,-5,-8.3,-13.3,3466.8,,,3466.8,,,,,,,,,,,1289.6,936,10.5,15.64,5.36,,,,,,,,Putnam County,2019-01-01T00:00:00,2019
,,,110.75,77,10,11,4,,,,,,5,,3,,127,124,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,1089.44,335,,,,,,,,,,,Randolph County,2019-01-01T00:00:00,2019
,734.5,734.5,137,94,18,12,6,2,116,24,173,26,,,,-20.6,76,102,55.9,35,,-3.3,-3.3,-6.7,-6.7,-12.2,-1.1,-4.4,-4.4,-11.1,-11.1,2892.7,,,2892.7,,,,,,,,,,,1525.5,348,12.44,18.18,6.7,,,,,,,,Richland County,2019-01-01T00:00:00,2019
3.8,625.8,625.8,143.5,93.25,10.5,34,16.5,11,138,53.66666667,148.3333333,19.33333333,185,13,62,-33.3,305,163.5,55.05,36.1,,-0.533333333,-3.466666667,-5.333333333,-7.9,-10.66666667,-1.266666667,-3.3,-5.7,-7.733333333,-12.36666667,3672.966667,,,3672.966667,,,,,,,,,,,1222.6,1189.5,10.045,15.06333333,4.826666667,90,280,,,19.7,26.4,,Rock Island County,2019-01-01T00:00:00,2019
3,904.05,904.05,131.625,81.75,16,,7,1,112,14.5,177.5,52,176,18,61,-19.65,,188,65.2125,35.85,,-1.6,-3.8,-5.5,-7.7,-10.25,-1.65,-6.65,-7.45,-11.1,-11.1,2598,,,2598,,,,,,,,,,,1386.6,605,13.61,19.415,7.805,340,350,,,19.2,28.2,,St. Clair County,2019-01-01T00:00:00,2019
4,714.1,714.1,128.25,79.25,14.25,39.5,9.5,3,131,35,160,22,80.66666667,22,34.66666667,-25.5,252,177.5,89.45,35.6,,0,-3.2,-4.9,-9.9,-9.9,-1.6,-2.7,-14.3,-14.3,-14.3,3189,,,3189,,,,,,,,,,,1288.075,789,11.66,17.09,6.24,250,250,,,21.9,30,,Sangamon County,2019-01-01T00:00:00,2019
,,,141,88,18,,,,,,,,9,,11,,,,65.8,,,,,,,,,,,,,3088,,,3088,,,,,,,,,,,1297.7,,,,,,,,,,,,Scott County,2019-01-01T00:00:00,2019
,664.05,664.05,118.1666667,87.16666667,13.5,,5,3.666666667,118.3333333,27.5,164,22.5,13.75,,9.75,-22.2,,165,78.68333333,34.45,,-2.6,-3.7,-7.4,-7.4,-12.03333333,-0.966666667,-2.8,-12.4,-12.4,-12.4,3086.3,,,3086.3,,,,,,,,,,,1365.666667,542,11.61,17.085,6.296666667,,,,,,,,Shelby County,2019-01-01T00:00:00,2019
,439.5,439.5,126,93,12,,10,16,150,60,141,6,,,,-35.6,,191,97.8,33.9,,-1.1,-3.3,-6.1,-10.6,-10.6,-1.7,-4.4,-4.4,-7.2,-8.9,3835.9,,,3835.9,,,,,,,,,,,1417.6,796,8.85,14.32,3.37,,,,,,,,Stark County,2019-01-01T00:00:00,2019
,376.6,376.6,151.8,93.8,10.2,60,16,19,158,65,133,9,21,,,-35,254,180,72.32,34.4,,-0.6,-2.2,-7.8,-7.8,-10,-4.4,-4.4,-4.4,-6.7,-11.7,4132.7,,,4132.7,,,,,,,,,,,1355.783333,1331,8.12,13.32,2.92,,,,,,,,Stephenson County,2019-01-01T00:00:00,2019
,,,150,86.5,11.5,,,,,,,,20,,38,,,,91.45,,,,,,,,,,,,,,,,,,,,,,,,,,,1297.55,,,,,,,,,,,,Tazewell County,2019-01-01T00:00:00,2019
,,,136,84,25,,,,,,,,,,,,,,67.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1745.1,,,,,,,,,,,,Union County,2019-01-01T00:00:00,2019
,607.8666667,607.8666667,134.125,86.875,7.5,33,9,6,129.3333333,37.33333333,164,18.33333333,34.66666667,,41,-27.4,102,102,53.0125,34.23333333,,-0.4,-5.166666667,-5.166666667,-9.066666667,-10.2,-0.2,-3.7,-5,-12.56666667,-15.36666667,3315.8,,,3315.8,,,,,,,,,,,1059.522222,541,11.09666667,16.54,5.656666667,,,,,,,,Vermilion County,2019-01-01T00:00:00,2019
,,,145,86,19,,3,,,,,,,,,,,76,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,1663.1,236,,,,,,,,,,,Wabash County,2019-01-01T00:00:00,2019
,548.35,548.35,117,84.5,14,,14,10.5,147.5,53,150,13.5,5,,8,-30.55,,91,95.9,33.9,,-1.95,-2.8,-6.7,-8.9,-10.3,-1.15,-2.5,-5,-7.25,-10.3,3692.5,31.7,27.2,3692.5,35.6,31.1,-7.2,-5,-1.7,-2.2,11.3,10.9,14.8,13,1244.366667,740,9.745,15.01,4.48,,,,,,,,Warren County,2019-01-01T00:00:00,2019
,776,776,115.6666667,84,12.66666667,16,6,3,107,22,175,33,6,,,-20,203,216,72.13333333,35,,0,-3.9,-6.7,-6.7,-12.2,-1.1,-2.8,-11.7,-11.7,-11.7,2701.6,,,2701.6,,,,,,,,,,,1258.025,413,12.92,18.33,7.52,,,,,,,,Washington County,2019-01-01T00:00:00,2019
,886.4,886.4,109.6666667,83.66666667,18.66666667,8,5,1,97,14,181,47,7.5,,17,-18.9,127,127,84.63333333,35.6,,-3.9,-3.9,-6.7,-6.7,-12.8,0,-3.9,-10,-10,-10,,,,,,,,,,,,,,,1527.8,292,13.84,19.45,8.24,,,,,,,,Wayne County,2019-01-01T00:00:00,2019
,817.5,817.5,125,93,17,,,1,131,12,178,43,,,,-18.3,,,71.1,35.6,,-2.8,-2.8,-4.4,-6.7,-11.7,-0.6,-2.8,-4.4,-10,-10,2764.3,,,2764.3,,,,,,,,,,,1374.2,,13.1,19.5,6.69,,,,,,,,White County,2019-01-01T00:00:00,2019
,492.8333333,492.8333333,135.1666667,92.33333333,14.16666667,65.5,15.33333333,17.33333333,143.3333333,60,138.3333333,6.666666667,8.5,,21,-34.63333333,381,145.3333333,67.98333333,35,,-2.633333333,-3.9,-7.6,-7.6,-9.433333333,-1.666666667,-2.566666667,-6.666666667,-8.333333333,-9.633333333,3912.766667,,,3912.766667,,,,,,,,,,,1359.683333,1102.333333,9.073333333,14.09333333,4.05,,,,,,,,Whiteside County,2019-01-01T00:00:00,2019
,477.7,477.7,146.6153846,96.53846154,10.07692308,31.83333333,12.83333333,9.5,139,46.5,148.5,12.5,10,,17.66666667,-30.55,203.1666667,112.5,135.8615385,34.15,,-0.3,-4.4,-4.4,-8.3,-9.4,-0.6,-4.15,-5,-11.95,-11.95,3581.8,,,3581.8,,,,,,,,,,,1404.93125,743,9.79,14.95,4.64,,,,,,,,Will County,2019-01-01T00:00:00,2019
,,,149,87,19,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,1569,,,,,,,,,,,,Williamson County,2019-01-01T00:00:00,2019
3.9,501.5,501.5,156.6666667,97,11.66666667,54,18,13,145,60,143,17,113.5,15,54,-34.9,430,107,85.6,36.1,,0,-6.6,-6.6,-7.1,-9.9,-2.1,-4.3,-5.5,-9.9,-9.9,3868.5,,,3868.5,,,,,,,,,,,1261.4,1334,9.28,14.36,4.2,10,20,,,20.1,28.2,,Winnebago County,2019-01-01T00:00:00,2019
,584.7,584.7,139.6,83.8,9.8,,,9.5,135,40,159.5,21.5,21,,22.5,-30,,,103.96,35,,-0.55,-3.9,-5.6,-10.3,-10.3,-0.6,-2.75,-5,-7.75,-8.9,3487.65,,,3487.65,,,,,,,,,,,1255.1,,10.44,16.155,4.725,,,,,,,,Woodford County,2019-01-01T00:00:00,2019
4,632.6,632.6,91.5,64,10,12,4,2,113,25,159,21,18,1,5,-22.7,76,76,54,34.4,,-1,-2.7,-5.5,-9.3,-9.3,-1,-7.1,-7.1,-7.1,-10.5,3003.2,,,3003.2,,,,,,,,,,,868.1,241,12.02,17.26,6.78,300,300,,,20.1,26.8,,Adams County,2020-01-01T00:00:00,2020
,863,863,,,,,,0,46,5,174,39,,,,-12.2,,,,35,,-1.1,-6.1,-6.1,-8.3,-11.1,-0.6,-3.3,-4.4,-7.8,-12.2,1989.6,,,1989.6,,,,,,,,,,,,,14.96,19.91,10.01,,,,,,,,Alexander County,2020-01-01T00:00:00,2020
,,,106,70,10.5,45,10,,,,,,,,,,152,127,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,942.7,621,,,,,,,,,,,Boone County,2020-01-01T00:00:00,2020
,518.1666667,518.1666667,90.33333333,68,8.666666667,29,10.66666667,4,138.6666667,26,146.3333333,18.66666667,15,,31,-23.33333333,127,118.6666667,44.96666667,34.43333333,,-0.566666667,-3.3,-6.133333333,-7.766666667,-11.5,-1.833333333,-3.5,-5.166666667,-11.3,-11.3,3446.666667,,,3446.666667,,,,,,,,,,,926.0666667,785,10.49,16.03,4.956666667,,,,,,,,Bureau County,2020-01-01T00:00:00,2020
,,,102,78,11,4,2,,,,,,,,,,25,33,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,1088.9,63,,,,,,,,,,,Calhoun County,2020-01-01T00:00:00,2020
,,,109.6666667,65.66666667,10.66666667,,15,,,,,,6,,15,,,203,57.5,,,,,,,,,,,,,3486,,,3486,,,,,,,,,,,955.0666667,929,,,,,,,,,,,Carroll County,2020-01-01T00:00:00,2020
,,,115,70,7,,,,,,,,,,,,,,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,972,,,,,,,,,,,,Cass County,2020-01-01T00:00:00,2020
3.6,530.275,530.275,116.6923077,73.23076923,9.615384615,11,5.5,2,128.5,18.75,155.25,16.75,94.8,33,23.33333333,-21.15,76,78,72.70769231,34.075,512.5,-1.425,-2.725,-5.25,-7.175,-11.55,-1.725,-3.05,-5.075,-7.9,-10.225,3158.2,24.4,25,3158.2,31.7,27.2,-1.7,-1.7,-0.6,-1.7,10.8,11.2,14.3,13,1046.933333,363.75,11.335,16.985,5.685,320,180,270,,19.7,30.4,22.8,Champaign County,2020-01-01T00:00:00,2020
,612.25,612.25,110.8,76,9,11,2,2,113,16,157.5,23,19.66666667,,15.66666667,-17.8,51,36,67.98,34.4,,-1.1,-2.75,-6.15,-6.95,-13.3,-0.85,-2.75,-6.4,-6.95,-11.4,2891,,,2891,,,,,,,,,,,1051.62,135,12.155,17.645,6.66,,,,,,,,Christian County,2020-01-01T00:00:00,2020
,655.7,655.7,108,78,16,2,1,0,116,10,167,30,17,,10,-17.2,25,25,102.1,35,,-1.1,-2.8,-5.6,-7.2,-13.3,-1.1,-2.2,-5,-7.2,-11.7,2839.3,,,2839.3,,,,,,,,,,,1257.7,45,12.51,18.45,6.57,,,,,,,,Clark County,2020-01-01T00:00:00,2020
,715.1,715.1,117,83.5,17.5,1,1,0,99,7,169,43,16,,10,-15,25,25,94.5,36.7,,-1.1,-3.9,-5,-7.2,-13.3,-0.6,-3.3,-6.7,-6.7,-10.6,2709.9,,,2709.9,,,,,,,,,,,1450,25,13.13,19.1,7.16,,,,,,,,Clay County,2020-01-01T00:00:00,2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1179.2,,,,,,,,,,,,Clinton County,2020-01-01T00:00:00,2020
3.8,643.1,643.1,118,70,15,5,3,1,100,11.5,160,21,69,27,17,-18.2,51,38,90.7,34.75,,-0.5,-3.8,-4.9,-11,-11,-0.5,-3.8,-7.7,-7.7,-9.9,2852.1,,,2852.1,,,,,,,,,,,1285.1,135,12.49,18.17,7.39,320,330,,,23.7,30.9,,Coles County,2020-01-01T00:00:00,2020
4.066666667,636.6,636.6,119.4074074,74.44444444,11,30.83333333,9.285714286,1.2,113.2,20.6,143,25.4,78.16666667,4.333333333,37.8,-19.04,123.3333333,99,76.13333333,35.56,,-0.32,-3.26,-5.04,-9.38,-11.94,-1.08,-2.62,-5.82,-8.16,-10.4,3308.683333,,,3308.683333,,,,,,,,,,,1064.586207,622.8571429,11.506,16.28,6.734,280,266.6666667,,,18.36666667,28.3,,Cook County,2020-01-01T00:00:00,2020
,674.9,674.9,115,75,15,,,0,118,12,163,36,12,,5,-15.6,,,73.4,35,,-0.6,-2.2,-5.6,-6.7,-12.2,0,-3.3,-5,-6.7,-9.4,2869.7,,,2869.7,,,,,,,,,,,1243.2,,12.47,18.32,6.61,,,,,,,,Crawford County,2020-01-01T00:00:00,2020
,655.7,655.7,108,78,16,2,1,0,116,10,167,30,17,,10,-17.2,25,25,102.1,35,,-1.1,-2.8,-5.6,-7.2,-13.3,-1.1,-2.2,-5,-7.2,-11.7,2839.3,,,2839.3,,,,,,,,,,,1257.7,45,12.51,18.45,6.57,,,,,,,,Cumberland County,2020-01-01T00:00:00,2020
,417.75,417.75,111.2,69.2,9.8,46,10.5,3.5,151.5,38,144,12.5,30,,16,-23.8,127,111.5,73.86,33.55,,-0.6,-2.55,-5.45,-7.9,-9.1,-1.6,-3,-5.25,-9.55,-11.5,3683.45,,,3683.45,,,,,,,,,,,976.82,810,9.54,14.915,4.155,,,,25193,,,,DeKalb County,2020-01-01T00:00:00,2020
,,,114.5,70,11.5,14.5,6,,,,,,10,,19,,95.5,95.5,69.35,,,,,,,,,,,,,,,,,,,,,,,,,,,1006.7,411,,,,,,,,,,,De Witt County,2020-01-01T00:00:00,2020
,586.5,586.5,112,72,13,8,5,2,122,19,154,17,14,,32,-19.4,51,76,69.3,33.3,,0,-5.6,-5.6,-6.7,-13.9,0,-3.3,-7.2,-7.2,-9.4,3085,,,3085,,,,,,,,,,,1102.4,262,11.75,16.89,6.6,,,,,,,,Douglas County,2020-01-01T00:00:00,2020
4.15,606.75,606.75,118.6875,73.5,9.5625,30.5,10.5,1,123,22.5,144,25.5,93.33333333,6,33.66666667,-20.45,90.5,96.75,75.8,35.25,,-0.25,-3.8,-5.75,-7.4,-11,-1.85,-2.95,-6.85,-7.65,-10.75,3344.15,,,3344.15,,,,,,,,,,,1021.217647,663.75,11.135,16.205,6.07,255,245,,,18.55,28.15,,DuPage County,2020-01-01T00:00:00,2020
,474.3,474.3,107,65,13,6,1,2,125,16,156,7,9,,2,-18.9,25,30,97.5,32.8,,-0.6,-2.2,-5,-6.7,-13.9,0,-2.2,-5,-7.2,-11.7,3073.2,,,3073.2,,,,,,,,,,,1281.55,68,11.24,16.77,5.7,,,,,,,,Edgar County,2020-01-01T00:00:00,2020
,,,112.6666667,77.66666667,13.33333333,2,2,,,,,,2.5,,4,,51,38,85.6,,,,,,,,,,,,,,,,,,,,,,,,,,,1222.333333,66,,,,,,,,,,,Effingham County,2020-01-01T00:00:00,2020
,532.4,532.4,112,76,17,10,3,2,119,16,161,15,64,,25,-17.8,51,36,91.9,33.3,,-2.2,-2.2,-6.1,-6.7,-13.9,-1.7,-2.2,-4.4,-7.8,-17.8,3057.6,,,3057.6,,,,,,,,,,,1213.8,166,11.62,17.25,5.99,,,,,,,,Fayette County,2020-01-01T00:00:00,2020
,454,454,85,70,7,14,6,2,136,28,151,11,,,,-21.1,102,102,52.1,33.9,,-2.8,-2.8,-7.2,-7.2,-8.9,-3.3,-3.3,-4.4,-6.7,-9.4,3391.8,,,3391.8,,,,,,,,,,,883.8,304,10.49,16.15,4.83,,,,,,,,Ford County,2020-01-01T00:00:00,2020
,804.9,804.9,130,87,11,,,1,95,11,171,23,2,,24,-18.3,,,83.55,34.4,,0,-4.4,-4.4,-6.7,-11.1,-1.7,-2.2,-5.6,-7.2,-18.3,,,,,,,,,,,,,,,1326.5,,13.56,18.65,8.46,,,,,,,,Franklin County,2020-01-01T00:00:00,2020
,411.7,411.7,95,60,7,,,4,148,27,144,11,3,,15,-25,,,72.6,33.3,,-1.7,-3.3,-7.2,-7.2,-8.9,-0.6,-2.2,-6.1,-6.7,-10.6,,,,,,,,,,,,,,,846.2,,10.25,16,4.49,,,,,,,,Fulton County,2020-01-01T00:00:00,2020
,595.2,595.2,128,76,11,19,7,2,121,21,161,17,13,,17,-20,102,107,53.8,33.9,,-0.6,-2.8,-5.6,-7.8,-8.9,-1.7,-2.8,-7.2,-7.2,-10.6,,,,,,,,,,,,,,,1034.7,416,11.87,17.34,6.39,,,,,,,,Greene County,2020-01-01T00:00:00,2020
,610.1,610.1,119.1666667,70.33333333,7.666666667,33.5,10.5,2,138,21,152,22,8,,7,-21.7,114.5,118.5,64.48333333,35,,-0.6,-2.2,-5,-7.2,-12.2,-1.1,-4.4,-4.4,-7.8,-10.6,3332.7,,,3332.7,,,,,,,,,,,965.8571429,711,11.12,16.47,5.77,,,,,,,,Grundy County,2020-01-01T00:00:00,2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1216.1,,,,,,,,,,,,Hamilton County,2020-01-01T00:00:00,2020
,598.625,598.625,100.3333333,59.66666667,9.5,30.33333333,8,2.25,122.25,23.75,154.25,17.75,2,,13,-21.25,101.6666667,96.5,60.06666667,34.275,,-0.7,-2.625,-5.25,-8.05,-11.4,-0.7,-3.6,-6.8,-8.475,-9.725,3137.75,,,3137.75,,,,,,,,,,,894,421,11.5125,16.5725,6.455,,,,,,,,Hancock County,2020-01-01T00:00:00,2020
,589.1,589.1,123,95,17,0,0,0,104,8,163,8,,,,-12.8,0,0,82.8,32.8,,0,-4.4,-4.4,-8.3,-11.7,-0.6,-2.2,-4.4,-8.3,-9.4,2613.9,,,2613.9,,,,,,,,,,,1560.5,0,12.9,18.46,7.33,,,,,,,,Hardin County,2020-01-01T00:00:00,2020
,598.1,598.1,96,55,9,27,6,2,120,22,155,25,,,,-20.6,102,107,46.2,35.6,,-0.6,-3.9,-4.4,-6.7,-11.7,-0.6,-2.2,-8.3,-8.3,-10,3154.1,,,3154.1,,,,,,,,,,,823.1,416,11.39,16.51,6.26,,,,,,,,Henderson County,2020-01-01T00:00:00,2020
,500.5,500.5,108.6,65.8,10.2,32,10.5,3.5,140.5,31.5,151,18.5,,,11,-22.5,178,147.5,64.76,34.45,,-0.3,-3.6,-6.4,-6.95,-9.15,-1.1,-2.5,-5,-11.15,-11.15,3453.7,,,3453.7,,,,,,,,,,,940.6666667,775.5,10.475,15.895,5.055,,,,,,,,Henry County,2020-01-01T00:00:00,2020
,,,122.5,68,6,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,834.7,,,,,,,,,,,,Iroquois County,2020-01-01T00:00:00,2020
3.1,762.6,762.6,124,84.66666667,13.5,1,1,0,89,7,174,31.5,120,56,23.5,-12.75,25,25,69.96666667,34.15,,-0.55,-3.3,-5.8,-7.2,-9.95,-1.65,-3.8,-4.95,-8.85,-10.8,2484.1,,,2484.1,,,,,,,,,,,1278.5,46,13.825,19.565,8.08,210,180,,,20.1,31.3,,Jackson County,2020-01-01T00:00:00,2020
,645.8,645.8,119,80,14,1,1,0,97,10,161,15,11,,37,-15,25,28,63.5,33.3,,0,-2.2,-4.4,-6.7,-10,0,-3.3,-5,-6.7,-10.6,2709.9,,,2709.9,,,,,,,,,,,1240.45,62,12.9,18.03,7.76,,,,,,,,Jasper County,2020-01-01T00:00:00,2020
,624.2,624.2,125.5,81.25,14.25,,,0,90,10,158,11,4,,37,-15,,,69.225,32.8,,-1.1,-6.1,-6.1,-8.3,-11.7,-4.4,-4.4,-4.4,-6.7,-10.6,2645.5,,,2645.5,,,,,,,,,,,1235.3,,13.04,18.02,8.06,,,,,,,,Jefferson County,2020-01-01T00:00:00,2020
,615.8,615.8,104,74,10,18,6,2,113,17,163,20,10,,8,-17.8,127,127,73.7,34.4,,-0.6,-3.3,-5.6,-7.2,-13.3,-2.2,-2.2,-6.7,-6.7,-10.6,2963,,,2963,,,,,,,,,,,1090.4,291,12.22,17.79,6.65,,,,,,,,Jersey County,2020-01-01T00:00:00,2020
,418.9,418.9,105.4,66.2,11.8,64.5,12.33333333,6,155.6666667,41.33333333,137.6666667,14,7,,13,-26.46666667,216,227,59.6,33.9,,-0.366666667,-2.566666667,-6.866666667,-7.6,-9.066666667,-2.033333333,-3.333333333,-6.3,-8.533333333,-12.56666667,3706.033333,,,3706.033333,,,,,,,,,,,1026.7,923.6666667,9.406666667,14.96666667,3.84,,,,,,,21.5,Jo Daviess County,2020-01-01T00:00:00,2020
,,,124,92,11,0,0,,,,,,,,,,13,13,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,1362.6,16,,,,,,,,,,,Johnson County,2020-01-01T00:00:00,2020
4,472.9666667,472.9666667,118.4166667,69.91666667,10.5,31.6,11.66666667,2.333333333,146.6666667,27,145.3333333,16.66666667,78.5,12,25,-22.73333333,104.2,96,76.425,34.23333333,,-0.366666667,-2.533333333,-4.766666667,-8.1,-11.8,-0.733333333,-2.933333333,-5.133333333,-8.3,-11.1,3513.3,,,3513.3,,,,,,,,,,,1029.333333,755.3333333,10.23,15.71333333,4.746666667,320,260,,,21,35.3,,Kane County,2020-01-01T00:00:00,2020
,552.4,552.4,109.8,69.2,8.8,23.33333333,7.333333333,1,128,16,149,21,59,,9.5,-21.7,97.33333333,92.33333333,87.04,34.4,,-0.6,-5,-5,-6.7,-13.9,-1.7,-2.8,-5,-8.9,-8.9,3062.7,,,3062.7,,,,,,,,,,,973.2,537,11.28,16.56,6,,,,,,,,Kankakee County,2020-01-01T00:00:00,2020
,,,119.5,74.5,7,33,14,,,,,,,,,,127,142,73.05,,,,,,,,,,,,,,,,,,,,,,,,,,,969.65,964,,,,,,,,,,,Kendall County,2020-01-01T00:00:00,2020
,481.7666667,481.7666667,93.8,65.2,7.4,29,11,3.666666667,143,30.33333333,147,14.33333333,10.66666667,,11.33333333,-24.06666667,127,114,65.78,33.3,,-0.933333333,-2.966666667,-6.666666667,-7.766666667,-9.066666667,-0.933333333,-2.933333333,-5.166666667,-9.266666667,-10.56666667,3420.666667,,,3420.666667,,,,,,,,,,,862,565,10.39333333,15.79333333,4.986666667,,,,,,,,Knox County,2020-01-01T00:00:00,2020
3.5,425.35,425.35,116.4444444,72.55555556,12.11111111,40.66666667,10,2,146,29.5,135.5,11,60,20,23.33333333,-21.65,139.3333333,105,69.07777778,34.7,,-0.3,-3.55,-4.65,-6.9,-12.2,-0.3,-3.85,-5.25,-8.25,-9.95,3657.266667,,,3657.266667,,,,,,,,,,,1061.4,717,9.735,14.825,4.635,210,210,,,19.7,27.3,,Lake County,2020-01-01T00:00:00,2020
,571,571,111.25,68.125,9.125,31.5,9.5,2.25,132.5,23.75,145.75,21,10.2,,13.33333333,-21.525,76,85.75,69.3375,36,,-0.425,-4.425,-6.1,-8.325,-11.525,-1.125,-3.025,-5.825,-9.45,-11.1,3289.6,,,3289.6,,,,,,,,,,,948.4125,555.25,10.9775,16.3975,5.56,,,,,,,,La Salle County,2020-01-01T00:00:00,2020
,,,116.75,76.25,16,1,0,,,,,,64.33333333,29,24.5,,25,23,100.95,,,,,,,,,,,,,,,,,,,,,,,,,,,1342.3,37,,,,,,,,,,,Lawrence County,2020-01-01T00:00:00,2020
,438,438,98.4,70.2,10.8,35,11.5,4,149,37.5,146.5,12,12.5,,18,-23.05,135.6666667,111.25,68.36,34.4,,-1.7,-2.75,-5.8,-7.5,-10.55,-1.65,-3.3,-4.4,-10.85,-10.85,3733,,,3733,,,,,,,,,,,1017.48,704.75,9.745,15.17,4.315,,,,,,,,Lee County,2020-01-01T00:00:00,2020
,578.8,578.8,109,68.5,11.5,17,7,1,115,26,138,16,11,,5,-18.9,84.66666667,85.5,74.15,37.8,,0,-6.1,-6.1,-11.1,-11.1,0,-2.2,-8.3,-8.3,-9.4,3316.6,,,3316.6,,,,,,,,,,,1007.6,403.5,11.34,15.85,6.82,,,,,,,,Livingston County,2020-01-01T00:00:00,2020
,549.5,549.5,112,71.75,8,11.66666667,5.333333333,1,122,18,161,25,32,,21.33333333,-21.1,76,79.66666667,73.325,34.4,,0,-2.8,-7.8,-7.8,-9.4,-1.1,-4.4,-4.4,-8.9,-8.9,3070.4,,,3070.4,,,,,,,,,,,950.74,345.6666667,11.64,17.41,5.86,,,,,,,,Logan County,2020-01-01T00:00:00,2020
,557.8,557.8,103.3333333,58.66666667,9.333333333,30,8,2,129,17,160,16,,,,-23.3,76,97,84.26666667,33.3,,-1.1,-6.1,-6.1,-8.9,-8.9,0,-2.2,-10,-10,-10,3208.8,,,3208.8,,,,,,,,,,,926.5,425,11.32,16.84,5.8,,,,,,,,McDonough County,2020-01-01T00:00:00,2020
,481.5,481.5,116.375,70.875,12,50,10,3,154,27,142,27,13,,13,-23.9,194.6666667,123.6666667,57.2125,36.1,,-1.1,-3.3,-5,-6.7,-11.1,-0.6,-3.3,-6.7,-6.7,-12.2,3599.2,,,3599.2,,,,,,,,,,,1048.625,659,9.93,15.65,4.21,,,,,,,,McHenry County,2020-01-01T00:00:00,2020
,523.4,523.4,112.2222222,67.88888889,10.33333333,18,6.666666667,2,138,25,157,28,30.33333333,,20,-22.2,82.5,83,73.94444444,36.1,,-0.6,-2.2,-6.1,-7.2,-10.6,-2.2,-2.2,-4.4,-12.2,-12.2,3192.8,,,3192.8,,,,,,,,,,,999.7,492,11.01,17.01,5.01,,,,,,,,McLean County,2020-01-01T00:00:00,2020
4.2,604.4,604.4,120.3333333,73.33333333,9.666666667,11,4,1,105,17.5,155.5,23,106,24,27.33333333,-19.1,76,79,52.06666667,33.85,,-0.5,-4.15,-5.55,-7.2,-11.9,-1.1,-3,-6.9,-8,-10.8,2993.2,,,2993.2,,,,,,,,,,,988.7666667,320,12.04,17.16,6.915,330,320,,,21.5,29.5,,Macon County,2020-01-01T00:00:00,2020
,,,98.33333333,73,11,14,5,,,,,,4,,13,,76,66,70.46666667,,,,,,,,,,,,,,,,,,,,,,,,,,,1131.666667,314,,,,,,,,,,,Macoupin County,2020-01-01T00:00:00,2020
,,,115,78.6,13.8,,,,,,,,2,,35,,,,82.76,,,,,,,,,,,,,,,,,,,,,,,,,,,1280.8,,,,,,,,,,,,Madison County,2020-01-01T00:00:00,2020
,701.15,701.15,121,76.5,15.5,,,0,99,10,167.5,28.5,19,,22,-15.25,,,64.8,34.7,,-1.15,-3.6,-4.7,-10.55,-10.55,-0.85,-3.3,-5.85,-8.05,-9.7,2639.75,27.8,,2639.75,32.2,,0.6,,0.6,,13.5,,17,,1212.4,,12.965,18.535,7.395,,,,,,,,Marion County,2020-01-01T00:00:00,2020
,,,103,61,9,10,9,,,,,,1,,,,76,76,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,834.3,425,,,,,,,,,,,Marshall County,2020-01-01T00:00:00,2020
,,,,,,,,,,,,,3,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mason County,2020-01-01T00:00:00,2020
,,,136,91,13,,,,,,,,,,,,,,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,1264.6,,,,,,,,,,,,Massac County,2020-01-01T00:00:00,2020
,612,612,104.5,70.5,6.5,,,2,121,16,162,21,,,,-21.1,,,68.2,33.9,,0,-4.4,-4.4,-7.8,-14.4,-0.6,-2.8,-8.9,-8.9,-8.9,,,,,,,,,,,,,,,894,,11.83,17.37,6.29,,,,,,,,Menard County,2020-01-01T00:00:00,2020
